Index,embedding_row,Category,Section,Headline,enhanced_text_characters,enhanced_text_words
875,2436,news,africa,Nigeria's 'techpreneurs' are using technology to provide life-changing solutions - CNN,7201,1117
117,2437,sport,golf,Nelly Korda: World No. 2 receiving treatment for a blood clot  - CNN,1941,332
1442,2438,sport,football,Chelsea sacks manager Frank Lampard - CNN,1839,289
3055,2439,sport,sport,"Australian and WNBA star Liz Cambage withdraws from Olympics, citing mental health - CNN",4109,682
1438,2440,sport,golf,2022 PGA Championship: 'Tough-but-fair' Tulsa course to host major after event taken away from Trump National Golf Club - CNN,2703,450
2706,2441,sport,football,Euro 2020: Fairytale comes true as Denmark grabs place in knockout stages - CNN,4834,750
4143,2442,news,europe,English Channel tragedy: At least 27 people dead after migrant boat sinks off French coast - CNN,8129,1293
3001,2443,sport,sport,Greg Knapp: New York Jets assistant coach in critical condition following bicycle accident - CNN,2288,386
4464,2444,sport,football,Edinson Cavani salvages point for Man United at Newcastle - CNN,2215,355
3010,2445,sport,sport,Netherlands thrashes Zambia 10-3 in women's football tournament to set new Olympics record - CNN,1733,281
3667,2446,sport,football,Nice docked points after crowd trouble halted match against Marseille  - CNN,2320,374
4009,2447,sport,sport,Tyson Fury vs. Deontay Wilder: How to watch trilogy fight between heavyweight stars to settle rivalry - CNN,3742,638
3040,2448,sport,football,Germany's Olympic soccer team walks off the pitch during friendly match over alleged racial abuse - CNN,2298,363
3592,2449,sport,sport,Virat Kohli to step down as India's T20 captain - CNN,2274,389
2426,2450,news,uk,Dominic Cummings may be about to take his revenge on Boris Johnson. It won't be pretty - CNN,11299,1881
2172,2451,sport,football,European Super League: Players and fans condemn controversial competition - CNN,5213,866
2886,2452,sport,sport,Atlanta Braves outfielder Marcell Ozuna granted bond in domestic violence case - CNN,2261,361
3210,2453,sport,golf,BMW Championship: Patrick Cantlay shows nerves of steel to win on sixth sudden-death hole - CNN,2223,391
1024,2454,news,world,Help refugees survive the Syrian conflict - CNN,1286,197
3782,2455,sport,golf,Tom Brady: Fan who gave historic 600th touchdown ball to quarterback asks for a round of golf in return - CNN,2604,455
2439,2456,sport,golf,John Daly leads 2021 PGA Championship for brief moment - CNN,1818,317
992,2457,news,world,Desert dancers highlight Andean culture - CNN,3833,603
3415,2458,sport,football,Eriksen reunited with Inter team-mates as he begins road to recovery - CNN,2298,361
1453,2459,sport,golf,Tyrrell Hatton wins Abu Dhabi Championship as Rory McIlroy fades on the final day - CNN,1827,310
1492,2460,sport,tennis,Australian Open 2021: Quarantining tennis players voice 'unequal practice' frustrations - CNN,6496,1041
2305,2461,news,europe,Vladimir Putin signs law allowing him to run for two more terms as Russian President - CNN,4269,692
1639,2462,sport,tennis,Hsieh Su-Wei: Tennis maverick reflects on memorable Australian Open  - CNN,6581,1145
4087,2463,sport,golf,"Tiger Woods says his days of being a full-time golfer are over: 'Never full time, ever again' - CNN",2363,415
2779,2464,sport,football,Copa America: South American football tournament moves ahead despite backlash - CNN,9266,1512
810,2465,news,africa,Diane Rwigara: Rwandan opposition leader stands by her innocence at long-awaited trial   - CNN,4003,611
4364,2466,sport,sport,Albert Korir and Peres Jepchirchir win 2021 New York City Marathon - CNN,2125,363
1934,2467,sport,tennis,Alexander Zverev behind Roger Federer in 'absurd' new ranking system - CNN,2358,392
3625,2468,news,europe,Norway's center-left Labour begins coalition talks as anti-oil Greens sidelined - CNN,7317,1196
3991,2469,news,europe,Bolshoi Theatre performer killed in accident on stage during opera - CNN,2019,318
3431,2470,sport,sport,Why the Refugee Olympic Team feels more relevant than ever: 'We've all lived through collective exile' - CNN,89722,14733
2280,2471,news,uk,Boris Johnson desperately needs a more coherent China strategy - CNN,10483,1704
1610,2472,sport,sport,Six Nations: England coach Eddie Jones discusses pitfalls of social media - CNN,7354,1257
3727,2473,news,europe,One killed in Czech cable car accident - CNN,884,143
963,2474,news,us,Lake Mead water shortage: The shocking numbers behind the crisis - CNN,7155,1209
1704,2475,sport,golf,Random Golf Club: The filmmaker looking to solve 'the problem of feeling unwelcome' in golf - CNN,9068,1592
1985,2476,news,europe,"They can only hold hands, but for Britain's elderly, first touch with a relative 'means everything' - CNN",5812,968
2866,2477,sport,sport,NBA Lakers: LeBron James' perfect record in first-round series ends with Los Angeles' elimination loss to Phoenix Suns - CNN,2052,354
4392,2478,news,uk,Boris Johnson's government in fresh swirl of murk and sleaze accusations - CNN,6240,1002
3979,2479,news,australia,Australia Covid-19: Sydney is reopening and starting to live with coronavirus on 'Freedom Day' - CNN,10392,1675
2174,2480,news,europe,Angela Merkel has five months to defeat the coronavirus pandemic and save her legacy - CNN,19391,3140
2608,2481,news,australia,"Sydney in lockdown, borders shut and hardly anyone vaccinated. How long can Australia go on like this? - CNN",8965,1486
2267,2482,sport,golf,The Masters: Abraham Ancer 'gutted' after two-stroke penalty for inadvertent bunker error - CNN,7406,1213
4672,2483,sport,sport,Grizzlies vs Thunder: Memphis sets new NBA margin of victory record in 73-point demolition of OKC - CNN,3674,618
4622,2484,sport,sport,Indy 500 legend Al Unser Sr. dies aged 82 - CNN,1438,244
3341,2485,news,uk,Who is Prince Andrew? The 'spare heir' facing a sexual abuse lawsuit - CNN,9313,1527
1219,2486,news,us,The massacre that didn't happen - CNN,30075,5078
4422,2487,sport,sport,Von Miller: Former Bronco reflects on 'amazing run' with Denver as he joins the Los Angeles Rams - CNN,2220,407
375,2488,business,perspectives,Opinion: The labor market is upside down. Here's what CEOs can do about it - CNN,6192,934
1890,2489,news,australia,Spiders and snakes swarm Australian homes as they flee record flooding - CNN,3412,558
462,2490,entertainment,entertainment,'Being the Ricardos' review: Nicole Kidman and Javier Bardem shine in Aaron Sorkin's beyond-black-and-white look at 'I Love Lucy' - CNN,4316,676
1880,2491,sport,sport,"Katherine Diaz: Olympic surfing hopeful, 22, killed by lightning while training - CNN",2407,389
3910,2492,sport,sport,The Washington Football Team is retiring NFL star Sean Taylor's jersey after he was killed 14 years ago - CNN,4267,693
4432,2493,news,australia,Macron says Morrison lied to him about AUKUS submarine deal - CNN,3019,493
2658,2494,news,uk,"Matt Hancock, Britain's beleaguered health secretary, apologizes after being caught in embrace with aide - CNN",4842,767
2182,2495,news,europe,Navalny transferred to hospital as concerns mount over jailed Kremlin critic's health  - CNN,6196,955
3816,2496,news,europe,Austrian government proposes law to legalize assisted suicide - CNN,1398,220
889,2497,news,opinions,COP21: Is 2 degrees the wrong climate goal? (Opinion) - CNN,7652,1281
1809,2498,sport,tennis,Roger Federer to make tennis comeback in March in Doha - CNN,980,160
3070,2499,sport,sport,Jewell Loyd: 'The Gold Mamba' is 'humbled and hungry' to compete at Tokyo 2020 - CNN,5778,996
1995,2500,news,europe,AstraZeneca vaccine suspended by several European nations as blood clot reports investigated - CNN,7620,1210
3604,2501,news,europe,France coronavirus: Thousands of healthcare workers suspended after failing to get vaccinated - CNN,2440,371
3648,2502,sport,sport,Afghan Cricket Board calls on Australia not to cancel historic match - CNN,1774,275
1479,2503,sport,golf,Tyrrell Hatton: PGA golf star says 2020 is 'the best of my career so far' - CNN,4150,738
3282,2504,sport,tennis,Naomi Osaka exits Western & Southern Open but says she can 'sleep at night' - CNN,2134,370
4581,2505,news,uk,UK scrambles for booster shots and tests amid fears of Omicron 'tidal wave' - CNN,7070,1161
2234,2506,sport,sport,"Rachael Blackmore: 'If you have the talent, you will be given the opportunity,' says Grand National winner - CNN",3234,549
4355,2507,sport,sport,Bee swarm invades New Zealand cricket pitch during match - CNN,1462,236
3820,2508,sport,sport,Chess players withdraw from Grand Swiss amid Latvia Covid-19 lockdown - CNN,3845,620
965,2509,news,weather,Maps of historic drought in West - CNN,7999,1293
2255,2510,sport,golf,Play suspended on third day of Masters due to inclement weather - CNN,5566,908
929,2511,news,opinions,On 6 degrees of climate change (Opinion) - CNN,20535,3486
1468,2512,sport,football,Real Madrid suffers humiliating defeat to third-division side Alcoyano - CNN,3307,553
1564,2513,sport,sport,Sports world sees two Americas in policing of DC riot and Black Lives Matter protests - CNN,6883,1172
2406,2514,news,europe,Italy cable car accident: Manslaughter investigation after 14 killed near Lake Maggiore - CNN,5819,935
972,2515,news,us,"Rocky Mountain subalpine wildfires higher now than past 2,000 years - CNN",5067,804
1683,2516,news,europe,"AstraZeneca's vaccine contract with the UK is based on 'best efforts,' just like its deal with a frustrated EU - CNN",8162,1324
1660,2517,news,europe,H5N8: Russia tells WHO it has detected first case of avian flu strain in humans  - CNN,1748,270
2924,2518,sport,sport,Katie Ledecky wins 1500m freestyle for her 6th career Olympic gold medal and first at Tokyo 2020 - CNN,1405,238
2339,2519,news,europe,WHO says Europe's vaccine rollout 'unacceptably slow' amid 'worrying' surge - CNN,5124,823
4428,2520,sport,sport,Chiefs vs Giants: Kansas City edges New York but 'everything's not beautiful' - CNN,3378,569
3896,2521,sport,football,Lucas Hernández: France and Bayern Munich defender given deadline to enter prison - CNN,1813,285
2672,2522,sport,football,Cristiano Ronaldo equals all-time international goalscoring record as Portugal reach Euro 2020 knockout stages - CNN,3417,549
3030,2523,sport,sport,Tokyo 2020: Two South African footballers test positive for Covid-19 in Olympic Village - CNN,4354,674
1883,2524,news,europe,European Union Fast Facts - CNN,6901,1059
3369,2525,sport,sport,NBA Wizards-Pacers Summer League game postponed due to Covid-19 health and safety protocols - CNN,837,131
3617,2526,news,europe,Ursula von der Leyen challenges US on climate and asserts Brussels' role in 'new international order' - CNN,7099,1168
2600,2527,sport,sport,"70-year-old woman fulfills her dream of being a bat girl for the Yankees, decades after she was turned down - CNN",2581,444
1545,2528,sport,motorsport,"Hubert Auriol: Dakar Rally legend, who won the race three times, has died - CNN",2185,386
1185,2529,news,us,The sacred land at the heart of Dakota pipeline fight - CNN,9916,1650
3205,2530,sport,tennis,PTPA: Players' association co-founded by Novak Djokovic has momentum but still divides opinion - CNN,8342,1392
2207,2531,sport,sport,LaMarcus Aldridge: Brooklyn Nets forward retires after health scare - CNN,4149,694
4128,2532,sport,golf,Brooks Koepka says he 'just wanted to spank' Bryson DeChambeau after soundly beating rival in fifth edition of 'The Match - CNN,2909,487
2584,2533,sport,sport,L.S. Lowry's 'Going to the Match' painting expected to sell at auction for up to $4 million - CNN,3395,568
1211,2534,news,world,Bound by terror: 'I've got you' - CNN,14292,2566
4196,2535,news,europe,Italian island Vulcano evacuates residents over carbon dioxide levels - CNN,3025,478
1329,2536,news,us,Surfside condo collapse: Engineers search for the cause - CNN,15439,2451
137,2537,sport,sport,2021 Belmont Stakes results: Essential Quality wins race - CNN,1865,310
3192,2538,news,europe,EU plans to end caged animal farming  - CNN,2132,335
3091,2539,sport,sport,Bucks vs. Suns: Giannis Antetokounmpo says 'I'm no Michael Jordan after dominant Game 3 performance to keep NBA Finals hopes alive - CNN,2958,491
130,2540,sport,motorsport,Fired Russian F1 driver Nikita Mazepin announces fund to help other excluded athletes - CNN,3245,519
3121,2541,news,europe,Sarah Everard: London officer pleads guilty to murder of marketing executive - CNN,4672,756
1251,2542,news,us,A war hero who was a stranger in his own land - CNN,25704,4516
2063,2543,sport,football,Barcelona given some respite from off-field issues with stunning comeback against Sevilla to reach Copa del Rey final - CNN,3317,536
3702,2544,sport,sport,Tokyo Paralympics ends with colorful and vibrant closing ceremony - CNN,3013,469
4486,2545,news,europe,Energy: The world is addicted to natural gas. Fossil fuel companies are fighting to keep it that way - CNN,11199,1894
4274,2546,sport,sport,Cam Newton: QB shines in return to Carolina Panthers with two touchdowns in first two touches - CNN,4333,753
1496,2547,sport,sport,Global sport's problem with the appropriation of Indigenous culture  - CNN,17483,2844
327,2548,business,homes,"As home values soar, the wealth gap grows even bigger  - CNN",4355,687
2606,2549,sport,football,Messi scores two and assists once while becoming Argentina's most capped player - CNN,2033,330
2923,2550,sport,sport,"Olympic athletes are showing us their funny, fascinating, complicated selves on TikTok and beyond - CNN",4307,704
4368,2551,news,europe,Bosnia: A dangerous crisis is brewing in the Balkans - CNN,9549,1546
2970,2552,news,uk,"UK Health Secretary tweets people shouldn't ""cower"" from Covid, before deleting it and apologizing - CNN",3439,555
2478,2553,news,uk,Boris Johnson is 'anxious' as Covid-19 variant found in India spreads in UK  - CNN,3293,546
849,2554,news,us,Vickery Trading helps refugee women stitch together a bright future  - CNN,3600,554
1478,2555,sport,sport,Australian Open turmoil raises questions for Tokyo Olympics in 2021 - CNN,9596,1546
2693,2556,sport,sport,Tokyo Olympics: Organizers to set 50% venue capacity limit for spectators - CNN,2849,450
1397,2557,news,uk,Five men arrested after asylum center set ablaze in UK - CNN,2628,417
461,2558,entertainment,celebrities,'King Richard' review: Will Smith occupies center court as Venus and Serena's dad - CNN,3706,593
2087,2559,news,europe,"How the Czech Republic slipped into a Covid disaster, one misstep at a time - CNN",13200,2193
2577,2560,sport,football,"Thierry Henry Social Media blackout exclusive: 'When we come together it's powerful,' says former Arsenal star - CNN",8482,1489
54,2561,health,health,"A 4th dose of Covid-19 vaccine will be needed, Pfizer's CEO says, but the company is working on a shot to handle all variants - CNN",3695,658
4206,2562,sport,football,Copa Libertadores: South American football hopes to emerge from the pandemic with 3 club finals in 8 days - CNN,6502,1065
4687,2563,sport,motorsport,Lewis Hamilton says he's 'not comfortable' racing in Saudi Arabia - CNN,4868,792
751,2564,news,africa,These African women are making sexual pleasure a gender equality priority - CNN,10467,1742
4543,2565,sport,tennis,Australian Open organisers confirm medical exemption process - CNN,2172,319
4548,2566,sport,sport,Cleveland Browns set to play through Covid absences  - CNN,5023,825
2497,2567,sport,football,Top women's league in Finland donates sport hijabs to any player who wants one - CNN,3696,589
4028,2568,sport,football,Does the footballing world really care about kicking homophobia out? - CNN,16243,2653
1713,2569,sport,tennis,Novak Djokovic becomes just second man in history to reach 300 grand slam wins - CNN,2315,411
2116,2570,news,uk,Ursula von der Leyen says Turkey chair snub happened 'because I am a woman' - CNN,2713,459
1989,2571,sport,tennis,Roger Federer withdraws from upcoming tournament after making his tennis return  - CNN,2297,388
662,2572,sport,sport,Dani Arnold climbs the Cima Grande in record time - CNN,6359,1082
378,2573,news,opinions,"Opinion: Parents' fury over school closures is righteous, but misdirected - CNN",9385,1540
3313,2574,sport,tennis,Naomi Osaka to donate prize money to Haitian earthquake relief efforts - CNN,1273,212
4294,2575,news,europe,Pope thanks journalists for helping expose Church sex scandals - CNN,2237,374
237,2576,politics,politics,DeSantis vows to veto latest GOP-proposed congressional boundaries in Florida - CNNPolitics,4117,650
1522,2577,sport,tennis,Tennys Sandgren: US tennis player boards plane to Australian Open despite positive Covid-19 test  - CNN,3248,523
4669,2578,sport,sport,Detroit Lions end 15-game winless run and pay tribute to Michigan school shooting victims - CNN,3312,578
1028,2579,news,africa,Ethiopia - a land where coffee meets tradition - CNN,4614,726
1597,2580,news,uk,UK emergency Covid-19 field hospitals asked to be 'ready' to admit patients - CNN,9865,1579
1703,2581,news,australia,Australia PM Scott Morrison apologizes to former staffer Brittany Higgins allegedly raped in Parliament office - CNN,3999,629
2012,2582,sport,football,Erling Haaland breaks multiple records as his goal-scoring streak continues in the Champions League  - CNN,3352,549
1599,2583,sport,football,PSG appoints Mauricio Pochettino as new coach - CNN,3343,540
3074,2584,sport,sport,Quade Cooper: Former Wallabies player denied Australian citizenship despite representing the country 70 times - CNN,2016,305
4137,2585,news,europe,Russia mining accident: Death toll in Siberian coal mine tragedy rises to more than 50 - CNN,2138,345
2148,2586,news,europe,UK PM's former chief adviser Dominic Cummings denies leaking PM's text messages - CNN,3437,567
4056,2587,sport,sport,The Green Bay Packers added a pocket to Aaron Jones' jersey so he can play while carrying his father's ashes - CNN,2459,423
1858,2588,sport,sport,Norway players wear T-shirts protesting Qatar World Cup ahead of qualifier against Gibraltar - CNN,2591,409
2249,2589,news,europe,Prince Philip Fast Facts - CNN,7764,1247
324,2590,business,success,Common credit score myths and truths - CNN,5274,906
2505,2591,sport,motorsport,King of the Baggers: A slice of pure American folklore goes racing - CNN,10124,1719
1515,2592,news,uk,"England's schools were mostly open in 2020, but 2021 is a different story - CNN",5134,829
3355,2593,sport,sport,Team USA wins gold in men's basketball for the fourth Olympics in a row - CNN,2785,501
3867,2594,news,uk,"Queen Elizabeth II cancels trip, advised to rest for a few days - CNN",2213,352
149,2595,sport,sport,Navid Afkari: Executed Iranian wrestling star's voice is 'everywhere now' - CNN,18543,3163
2317,2596,news,europe,"He was lured to his death in a secluded park. In a pandemic, dating can be deadly for LGBTQ+ people - CNN",9295,1535
139,2597,sport,sport,Nadhira Alharthy: Omani climber wants to 'die empty' in her quest to share knowledge - CNN,9909,1664
4325,2598,sport,sport,NFL fines Aaron Rodgers and Allen Lazard for not following Covid-19 protocols  - CNN,2775,424
2957,2599,sport,sport,What is ROC? Here's what to know about Russia and the Olympics - CNN,3106,490
2373,2600,sport,football,Zinedine Zidane leaves as manager of Real Madrid for second time - CNN,1989,345
3530,2601,news,uk,UNGA: British PM Boris Johnson says the world needs to 'grow up' and deal with climate change - CNN,3380,550
1016,2602,news,asia,Nepal's Organ Trail: How traffickers steal kidneys - CNN,8296,1368
3390,2603,news,europe,Belarusian dissidents fear the regime will put them into detention camps. It may have already built one - CNN,6942,1092
2156,2604,sport,football,European Super League: How game's wealthy owners scored own goal - CNN,8747,1385
802,2605,news,africa,Her world ended when her kids were murdered. Raising dozens of orphans saved her life - CNN,9150,1570
2656,2606,news,europe,"Several people killed and injured after knife attack in German town, police say - CNN",1188,193
1227,2607,health,health,"Nepal quake: One girl's remarkable recovery
 - CNN",19652,3430
4489,2608,news,uk,World's oldest family tree uncovered in Stone Age tomb - CNN,3641,569
3464,2609,sport,football,Sheriff Tiraspol stuns Real Madrid in one of the Champions League's greatest upsets - CNN,3076,502
4304,2610,sport,sport,Devon Conway: Injured New Zealand batsman will miss T20 World Cup final - CNN,1665,277
1827,2611,sport,sport,Kevin Durant accused of using homophobic slurs in private messages with Michael Rapaport - CNN,2524,401
4456,2612,news,europe,Memorial International rights group shut down by Russian court - CNN,6594,995
2694,2613,sport,sport,"Allyson Felix: 'I want my legacy to be one of someone who fought for women,' says six-time Olympic champion - CNN",6994,1201
3429,2614,sport,sport,Here's who won gold medals at the Tokyo Olympics on Monday - CNN,1216,153
4381,2615,news,europe,Macron's ex-bodyguard handed jail sentence over May Day assaults - CNN,2233,348
940,2616,news,weather,What are snow squalls and why they're more dangerous than blizzards - CNN,5632,895
2686,2617,sport,football,UEFA rejects request to light up Allianz Arena in rainbow colors for Euro 2020 game - CNN,3825,595
2007,2618,news,australia,"Kylie Moore-Gilbert: Iran tried to recruit me as a spy, says former British-Australian prisoner - CNN",4050,661
809,2619,health,health,The 'Salt Queen' working to transform the health of a nation - CNN,9719,1598
4146,2620,sport,football,Karim Benzema: French court says Real Madrid star used 'subterfuge and lies' in sex tape case - CNN,5584,892
3382,2621,sport,football,Juventus apologize for racist post shared on their women's team Twitter feed - CNN,2567,386
2271,2622,sport,golf,The Masters: Justin Rose charges into four-shot lead with commanding first-round 65 - CNN,4296,746
4220,2623,news,europe,"Austria Covid: Nationwide vaccine mandate announced, lockdown reimposed - CNN",6686,1034
3932,2624,sport,tennis,Ons Jabeur  of Tunisia becomes first Arab tennis player to break into top 10 - CNN,1797,329
3997,2625,sport,motorsport,Lewis Hamilton limits damage to F1 title defense as Valtteri Bottas wins Turkish Grand Prix - CNN,2791,475
3330,2626,sport,sport,Australian Olympians forced to undergo 'double quarantine' of almost a month on return home - CNN,3582,565
3574,2627,sport,football,'Imagine how good it could be': Northern Ireland women's footballers ready to seize their moment  - CNN,10379,1693
3833,2628,sport,sport,Chris Taylor's three home runs keep Los Angeles Dodgers alive against Atlanta Braves - CNN,2312,399
1929,2629,news,uk,The UK is facing a reckoning on gender-based violence. Boris Johnson's government has botched its response - CNN,6253,1032
757,2630,news,opinions,India's Covid-19 crisis: Why I'm grateful I lost my parents before the current surge - CNN,5537,926
2671,2631,sport,football,"Euro 2020: England looks to pull nation together, but it hasn't been easy - CNN",7722,1285
1039,2632,news,us,How Trump became 'the white affirmative action president' - CNN,22596,3633
3706,2633,sport,sport,Oksana Masters: From hospital bed to Paralympic champion in two-and-a-half months - CNN,4973,862
2129,2634,sport,sport,"Long before Colin Kaepernick, this Black woman defied her country - CNN",18156,2999
3116,2635,news,europe,Swedish plane crash kills eight skydivers and pilot - CNN,1941,316
4563,2636,news,uk,Analysis: Boris Johnson is in deep trouble -- even his own party is turning on him - CNN,5675,959
3366,2637,sport,sport,"Eliud Kipchoge is the 'greatest of all time ... in any sport,' says leading performance coach  - CNN",3132,523
3809,2638,news,europe,"Eitan Biran, six-year-old survivor of cable car crash, should return to Italy, court rules - CNN",2063,342
3020,2639,sport,sport,Six Polish swimmers sent back home from Tokyo following admin error - CNN,2248,354
4262,2640,sport,sport,Monday Night Football: 49ers crush new-look Rams in 'humbling' second straight loss for LA - CNN,4721,803
4171,2641,news,europe,Bulgaria bus fire: 12 children among 45 killed in accident - CNN,5863,966
2459,2642,sport,football,Atletico Madrid closes in on La Liga title with dramatic comeback - CNN,3816,633
2822,2643,sport,sport,"NBA: Brooklyn Nets dominate Milwaukee Bucks, leading by 49 points despite missing one of its biggest stars - CNN",3490,596
1747,2644,news,europe,Ursula von der Leyen: How a vaccine spat could derail her big plans for Europe - CNN,15178,2508
3691,2645,sport,football,Former footballer Jean-Pierre Adams dies following 39-year coma - CNN,3194,534
326,2646,business,homes,Mortgages rates are on the rise again amid inflation fears - CNN,2527,406
4601,2647,sport,sport,Broncos honor Demaryius Thomas  - CNN,2764,475
3329,2648,sport,football,"Alphonso Davies: Bayern star talks NFTs, TikTok, early success and the future  - CNN",10044,1717
260,2649,politics,politics,"Cuellar and Cisneros will advance to runoff in Texas' 28th Congressional District, CNN projects  - CNNPolitics",3577,561
3182,2650,sport,football,Italy knocks out Belgium in Euro 2020 thriller to advance to semifinals - CNN,5513,916
2768,2651,sport,football, Christian Eriksen: Denmark's Martin Braithwaite criticizes UEFA for resuming game following teammate's collapse - CNN,3664,608
3743,2652,news,uk,Analysis: The duchesses stepping up in Queen's absence - CNN,9861,1648
2137,2653,news,europe,Spain coronavirus: Man arrested in Mallorca town on suspicion of infecting 22 people with Covid-19 - CNN,1410,231
4560,2654,sport,football,Robert Lewandowski equals Gerd Muller's Bundesliga scoring record - CNN,1804,287
1488,2655,news,uk,Anzac Day plot: Britain's youngest convicted terrorist now 'suitable for release' - CNN,2339,387
2310,2656,sport,golf,Patty Tavatanakit wins ANA Inspiration despite Lydia Ko's record-equaling round  - CNN,2345,422
4653,2657,sport,sport,Lakers vs Celtics: LeBron James leads LA to 117-102 victory over Boston  - CNN,3841,658
3596,2658,news,uk,Lyra McKee: Northern Ireland police charge two over killing of journalist  - CNN,1175,196
2195,2659,news,uk,Prince Philip's funeral takes place at Windsor Castle as Queen Elizabeth's consort laid to rest - CNN,29084,4603
3247,2660,news,europe,Attempted murder probe after seven poisoned at university - CNN,1744,267
1600,2661,sport,football,Premier League club owner defends Leeds United tweet that led to online abuse of pundit Karen Carney - CNN,4048,655
44,2662,business,business,Soaring nickel prices could be the next major headache for automakers - CNN,2715,431
1657,2663,news,europe,How Biden fared in front of world leaders during his (virtual) global debut as US President - CNN,8039,1340
2272,2664,sport,football,Zlatan Ibrahimovic to make acting debut in new Asterix and Obelix film - CNN,1185,209
2637,2665,sport,football,Denmark breezes past Wales into Euro 2020 quarterfinals with convincing win - CNN,3514,571
2032,2666,sport,sport,NBA cracks down on Atlanta promoters planning All-Star Game events - CNN,1753,285
3209,2667,sport,sport,Avani Lekhara becomes first Indian woman to win Paralympic gold - CNN,2706,465
3284,2668,sport,tennis,Stefanos Tsitsipas: Greek government pushes back on tennis star's vaccine comments - CNN,2346,387
1521,2669,news,europe,France taken to court over 'climate inaction' in landmark case - CNN,3826,599
3057,2670,news,europe,"Germany flooding: huge rescue effort in Rhineland-Palatinate as deadly floods also hit Belgium, Netherlands, Luxembourg  - CNN",14549,2283
617,2671,sport,sport,"For Team USA's Nathan Chen, 'blood, sweat, tears' led to Olympic gold  - CNN",6622,1196
2554,2672,news,europe,Germany ponders new freedoms for the fully vaccinated - CNN,5166,830
4597,2673,news,europe,"Putin rues Soviet collapse, says he moonlit as a taxi driver to survive economic crisis - CNN",3137,508
3305,2674,sport,tennis,Roger Federer will miss US Open after announcing knee surgery - CNN,1945,340
254,2675,politics,politics,Two long-serving Democratic congressmen announce they won't seek reelection in 2022 - CNNPolitics,3600,550
2753,2676,news,europe,Princess Diana Fast Facts - CNN,4494,709
2832,2677,sport,sport,Simone Biles wins record seventh national women's all-around title  - CNN,2207,358
1411,2678,sport,sport,Tokyo Olympics: Can vaccines save the Games?  - CNN,9802,1588
2393,2679,news,europe,Police forces across Europe accused of 'ethnic profiling' when stopping and searching people - CNN,3189,494
4058,2680,news,europe,"Up to 3,200 pedophiles in French Catholic Church since 1950, according to independent commission - CNN",4857,788
164,2681,news,africa,This Nigerian tech startup is fighting baby jaundice with solar-powered cribs  - CNN,7444,1192
633,2682,sport,sport,Maame Biney: Smiling speed skater heads to Beijing stronger than ever after almost quitting - CNN,4475,770
3018,2683,sport,sport,Women's beach handball team fined for choosing shorts over bikini bottoms - CNN,3810,614
3792,2684,sport,sport,Braves vs Astros: 2021 World Series pits father versus son - CNN,6477,1157
4095,2685,sport,football,Mohamed Aboutrika: Former footballer calls homosexuality a 'dangerous ideology' against the backdrop of the Premier League's Rainbow Laces campaign - CNN,3006,437
3646,2686,sport,sport,NFL's Maia Chaka makes history as first Black woman to officiate an NFL game - CNN,1479,250
2285,2687,sport,sport,Tokyo Olympics: Osaka takes torch relay off public roads amid Covid-19 surge - CNN,3402,567
599,2688,sport,sport,The highs and lows of the 2022 Winter Olympics - CNN,8813,1481
166,2689,business,business,"Higher food prices, slumping trade: How the war in Ukraine could hit Africa - CNN",6731,1045
564,2690,sport,football,PSG produces stunning comeback to knock Atalanta out of the Champions League - CNN,3418,566
3738,2691,sport,sport,UFC 267: Teixeira defeats Blachowicz in title fight - CNN,2256,374
1856,2692,sport,sport,"Sister Jean, the 101-year-old basketball-loving nun, on praying for her favorite team - CNN",1559,267
344,2693,business,perspectives,Opinion: What Russia's invasion of Ukraine could mean for the US economic recovery - CNN,5661,944
1675,2694,sport,sport,LGBTQ campaign a 'step in the right direction' for football - CNN,2735,438
3171,2695,sport,sport,Sha'Carri Richardson promises on Twitter to be world champion... next year. - CNN,2964,496
2680,2696,sport,sport,"Tokyo Olympics: Japan's superfans who want Tokyo 2020 to go ahead despite Covid-19
 - CNN",6783,1093
2648,2697,news,uk,Buckingham Palace admits it 'must do more' on diversity in annual report - CNN,6414,1025
1615,2698,news,uk,"His rescue at a London protest inspired Michelle Obama and Prince Harry. Now, Patrick Hutchinson is turning his moment into a movement - CNN",3865,656
2223,2699,sport,sport,USA predicted to top Tokyo Olympics medal table  - CNN,2864,477
899,2700,news,opinions,Climate change: The community that stood up to coal - CNN,23193,3956
3502,2701,sport,motorsport,F1 results: Lewis Hamilton claims historic 100th Formula 1 victory at Russian Grand Prix - CNN,3120,539
141,2702,sport,sport,Tom Stoltman harnesses 'superpower' of autism to become the World's Strongest Man - CNN,7062,1217
4101,2703,sport,football,"Lionel Messi wins seventh Ballon d'Or, while Alexia Putellas wins her first women's title - CNN",3518,581
1271,2704,business,tech,'I'm the original voice of Siri' - CNN,16823,2909
3231,2705,news,europe,Man arrested after food injected with needles at supermarkets - CNN,1585,233
4162,2706,sport,sport,'IronGran': There's just no stopping this 78-year-old triathlete - CNN,6124,1036
3844,2707,news,uk,Queen Elizabeth II spent a night at the hospital for 'preliminary investigations' - CNN,2267,353
3729,2708,sport,sport,"Jerry Remy, Boston Red Sox broadcaster, dies after long battle with lung cancer - CNN",3769,631
2397,2709,sport,sport,Ellyse Perry: Australia's cricket superstar who also played in a FIFA World Cup - CNN,6893,1181
