Index,Headline,original_category,llm_category,original_section,llm_section,neighbor_1_index,neighbor_1_headline,neighbor_1_similarity,neighbor_2_index,neighbor_2_headline,neighbor_2_similarity,neighbor_3_index,neighbor_3_headline,neighbor_3_similarity,neighbor_4_index,neighbor_4_headline,neighbor_4_similarity,neighbor_5_index,neighbor_5_headline,neighbor_5_similarity,same_original_category_neighbor_ratio,same_llm_category_neighbor_ratio,same_original_section_neighbor_ratio,same_llm_section_neighbor_ratio,mean_neighbor_similarity,minimum_neighbor_similarity,maximum_neighbor_similarity
4626,Steph Curry closes in on three-point record as Warriors ease past Trail Blazers - CNN,sport,sport,sport,football,4565,Steph Curry: How Warriors star 'revolutionized' the NBA - CNN,0.84275246,4338,Steph Curry makes NBA history with 50 points and 10 assists in Golden State's win over the Atlanta Hawks - CNN,0.8419622,2565,Steph Curry becomes Golden State Warriors' all-time record point scorer - CNN,0.8248962,1586,Steph Curry scores career-high 62 points in Golden State Warriors victory - CNN,0.8224243,1764,NBA: Steph Curry and Nikola Jokic score 50 points or more -- but both lose - CNN,0.82032907,1.0,1.0,1.0,1.0,0.8304728,0.82032907,0.84275246
820,Female firefighters from Ghana launch first gender discrimination case - CNN,news,news,africa,middleeast,778,She wants women to have good sex. So she started a website where they can talk about it (safely)  - CNN,0.5751333,761,"They've been beaten, trolled, threatened with sexual violence but refuse to be silenced - CNN",0.52026105,795,Trump's ban on global abortion funding has led to more abortions - CNN,0.5083921,785,Women are dying from backstreet abortions. But reforms to Malawi's 157-year-old laws are stuck - CNN,0.49782217,779,The Nigerian schoolgirls fighting against child marriage - CNN,0.48920482,0.6,0.4,0.4,0.0,0.5181627,0.48920482,0.5751333
1788,Bodies of drowned deer recovered from frozen lake after being scared by poachers - CNN,news,news,europe,europe,4200,France bear attack: 70-year-old hunter suffers 'serious' injury after encounter - CNN,0.49938762,2425,Whipsnade Zoo: Bears killed at UK zoo after they escape from enclosure - CNN,0.446177,4319,'We drank from puddles': Migrants describe brutal journey through forests on Belarus-Poland border - CNN,0.44117653,2781,Dog rescued after wandering through Arctic ice for more than a week - CNN,0.43320334,3049,Europe floods: Desperate search for survivors after 'catastrophe of historic proportion' - CNN,0.42359835,1.0,1.0,0.8,0.4,0.4487086,0.42359835,0.49938762
4166,Olaf Scholz: the man set to replace Angela Merkel as Germany's next chancellor  - CNN,news,politics,europe,politics,4648,"Olaf Scholz becomes Germany's new chancellor, replacing Angela Merkel after 16 years - CNN",0.8379296,3511,"German national election too close to call, polls suggest, as key candidates hold final rallies - CNN",0.7329586,3531,Germany election: What to know as voters decide what post-Merkel life looks like - CNN,0.7115594,3491,Five key takeaways from Germany's historic election - CNN,0.6750217,3492,Germany election results: SPD narrowly wins against Merkel's CDU but uncertainty remains over next leader - CNN,0.64324105,1.0,1.0,1.0,1.0,0.72014207,0.64324105,0.8379296
1389,Extremists intensify calls for violence ahead of Inauguration Day - CNN,news,politics,us,politics,1391,"Insurrection a stunning show of force for conspiracy groups, extremists and fringe movements - CNN",0.63312995,216,Fact check: 5 enduring lies about Capitol insurrection - CNNPolitics,0.625375,1377,How Trump allies stoked the flames ahead of Capitol riot  - CNNPolitics,0.6092873,1381,Some GOP lawmakers' speeches helped set the tone for Capitol riot. Now that rhetoric is drawing blowback from colleagues.  - CNNPolitics,0.60382414,1383,"Military vets were among the Capitol Hill rioters, protesters - CNN",0.58448243,0.4,1.0,0.4,1.0,0.61121976,0.58448243,0.63312995
1823,Utah Jazz team plane forced into emergency landing after bird strike - CNN,sport,sport,sport,football,2101,NBA: Utah Jazz set a new franchise record after thrashing the Sacramento Kings - CNN,0.602059,1799,NBA: The West has a new best as Utah Jazz win and Los Angeles Clippers fall - CNN,0.5413021,1811,NBA: Washington Wizards hit two three-pointers in final ten seconds to snatch victory from star-studded Brooklyn Nets - CNN,0.5173694,3811,NBA: Protesters show support for Irving's vaccine stance ahead of Nets game - CNN,0.511832,2228,"NBA, MLB and NHL postpone Minneapolis games following fatal shooting of  Daunte Wright - CNN",0.50773925,1.0,0.8,1.0,0.8,0.5360604,0.50773925,0.602059
641,Winter Olympics could become 'dangerous' because of fake snow - CNN,sport,news,sport,asia,627,Snowboarder Jeremy Jones is fighting for climate action to protect winter sports  - CNN,0.825033,3450,Beijing 2022 Winter Olympics will be open to fans --  if they live in China - CNN,0.6721506,621,Beijing Winter Olympics 2022: Event-by-event guide - CNN,0.6521125,1791,"Winter Olympics: A year before the Beijing Games, more than 180 campaign groups are calling for a diplomatic boycott - CNN",0.64387083,4491,Beijing Winter Olympics: NHL players won't participate in 2022 Games - CNN,0.62289727,1.0,0.4,1.0,0.0,0.6832129,0.62289727,0.825033
1992,"Meyers Leonard fined $50,000 for anti-Semitic slur - CNN",sport,sport,sport,football,4030,"Urban Meyer must 'regain our trust' after 'inexcusable' video, says Shad Khan - CNN",0.540055,4323,"Nikola Jokic suspended for one game, Markieff Morris fined $50,000 after on-court altercation  - CNN",0.5344012,1503,Justin Thomas: Ralph Lauren cuts ties with golfer for using anti-gay slur - CNN,0.50923586,1827,Kevin Durant accused of using homophobic slurs in private messages with Michael Rapaport - CNN,0.5063501,4046,Union Berlin apologizes over anti-Semitic incidents at match against Maccabi Haifa - CNN,0.49062008,1.0,0.2,0.8,0.2,0.5161325,0.49062008,0.540055
4011,Analysis: The Countess of Wessex is getting real about menopause. Why her groundbreaking message matters - CNN,news,health,uk,health,1964,11 things we learned from Meghan and Harry's interview - CNN,0.6414478,1966,Queen Elizabeth: Can the royal family survive after her death? - CNN,0.6219218,1973,Oprah royal interview: Meghan reveals she 'didn't want to be alive anymore' - CNN,0.6130631,4318,"Meghan, Duchess of Sussex, apologizes to UK court, denies any intention to mislead - CNN",0.5908493,2829,"Meghan and Harry welcome baby girl, Lilibet Diana - CNN",0.5883572,1.0,0.0,0.8,0.0,0.6111278,0.5883572,0.6414478
4210,Rotterdam Covid-19 protests: Injuries reported after Dutch police fire warning shots at anti-lockdown demonstrators - CNN,news,news,europe,europe,4184,Violent clashes erupt during anti-lockdown demonstrations in Europe  - CNN,0.7952032,4462,Europe Covid-19: Protests against Germany's restrictions turn violent - CNN,0.68889123,4677,Police clash with protesters in Brussels at demonstration over Covid-19 measures - CNN,0.5758376,3557,Hundreds of anti-lockdown protesters clash with police in Australia  - CNN,0.5335364,3664,Fire in North Macedonian Covid-19 hospital kills 14 people - CNN,0.5278899,1.0,1.0,0.8,0.8,0.6242717,0.5278899,0.7952032
4516,"Queen Elizabeth will not travel to Sandringham for Christmas, palace source says - CNN",news,news,uk,uk,4545,What Christmas looks like at the Queen's house - CNN,0.7820544,3768,"Queen Elizabeth II will skip COP26 entirely, days after overnight hospital stay - CNN",0.6210103,4438,Queen Elizabeth II seen driving on Windsor estate after canceling engagements on medical advice - CNN,0.60884196,3516,What we know about the Queen's Jubilee celebrations at Windsor - CNN,0.5814098,3745,Queen Elizabeth II told to rest for at least two weeks - CNN,0.5811291,1.0,0.0,0.8,0.0,0.6348891,0.5811291,0.7820544
2504,Italian woman accidentally given six shots of Covid-19 vaccine - CNN,news,health,europe,health,3607,Italy to mandate Covid-19 'Green Pass' for all workers - CNN,0.6906761,2333,Italy makes vaccines compulsory for health workers. But some are unconvinced - CNN,0.6818115,3345,German nurse accused of swapping Covid-19 vaccines with saline solution - CNN,0.6450763,54,"A 4th dose of Covid-19 vaccine will be needed, Pfizer's CEO says, but the company is working on a shot to handle all variants - CNN",0.6413358,4692,Italy Covid: Man uses fake silicone arm to try to get vaccine certificate - CNN,0.63858634,0.8,0.8,0.8,0.8,0.65949714,0.63858634,0.6906761
4005,Jon Gruden: Raiders coach described head of the NFL Players Association DeMaurice Smith using racially insensitive language in 2011 - CNN,sport,politics,sport,politics,3948,The bitter irony behind Jon Gruden's resignation - CNN,0.80798453,3957,How an investigation of the Washington Football Team led to the resignation of the Las Vegas Raiders' head coach  - CNN,0.7917892,3958,"Jon Gruden has resigned as head coach of the Las Vegas Raiders after reports of homophobic, racist and misogynistic emails - CNN",0.76298165,4296,"Jon Gruden sues NFL, commissioner Roger Goodell - CNN",0.72983736,3939,Jon Gruden: EA Sports are 'taking steps' to remove former Las Vegas Raiders head coach from Madden NFL 22 - CNN,0.70066166,1.0,0.4,0.8,0.4,0.7586509,0.70066166,0.80798453
2142,Malaria vaccine breakthrough as promising trial rises hopes of controlling disease - CNN,news,health,uk,health,1410,"Novavax vaccine is 89% effective in UK trial, but less so in South Africa - CNN",0.5814942,1910,AstraZeneca vaccine: EU regulator declares shot safe for use after clotting concerns  - CNN,0.55803275,2296,Oxford-AstraZeneca pause pediatric trial pending review by UK regulator - CNN,0.5546288,1584,Oxford/Astra Zeneca vaccine: UK becomes first to roll out shots as Covid-19 cases surge - CNN,0.5541111,1631,"Boris Johnson's vaccine strategy gets another boost, while Europe's scramble for shots continues - CNN",0.5305777,1.0,0.8,0.6,0.8,0.55576885,0.5305777,0.5814942
1412,Manchester United stunned by bottom side Sheffield United as crazy Premier League season gets crazier - CNN,sport,sport,football,football,4372,Manchester United suffers 2-0 defeat against rival Manchester City as pressure grows on manager Ole Gunnar Solskjaer - CNN,0.7306086,2036,Manchester United brings Manchester City's 21-match winning streak to an end  - CNN,0.6956254,4525,Premier League: Manchester City extends lead at the top as Chelsea loses ground in title race - CNN,0.6823201,2499,Manchester City wins English Premier League title after Manchester United lose  - CNN,0.68103373,2253,Premier League leader Manchester City stunned by 10-man Leeds United - CNN,0.6770495,1.0,1.0,1.0,1.0,0.69332755,0.6770495,0.7306086
4276,Serbia stuns Portugal to qualify for 2022 World Cup - CNN,sport,sport,football,football,3982,France wins UEFA Nations League as VAR decision leaves Spain frustrated - CNN,0.66956234,2678,Martin Dubravka: Goalkeeper's astonishing own goal hands Spain path to Euro 2020's knockout stages - CNN,0.6561949,3709,Spain loses a FIFA World Cup qualifying match for the first time in 28 years - CNN,0.6457734,3137,Italy wins dramatic penalty shootout against Spain to reach Euro 2020 final - CNN,0.64449596,3967,Germany becomes first nation to qualify for 2022 FIFA World Cup after host Qatar - CNN,0.6344964,1.0,1.0,1.0,1.0,0.65010464,0.6344964,0.66956234
2607,Prince Harry tells award winners Diana would have been 'so proud' - CNN,news,entertainment,uk,celebrities,3180,Harry and William are working together again - CNN,0.5939156,2273,Meghan and Harry say Prince Philip will be 'greatly missed' - CNN,0.58036923,2025,Was the Diana scandal a bigger crisis for the monarchy than Meghan and Harry's interview? - CNN,0.5690362,1903,Prince Harry invokes his mother's memory in foreword to new book for bereaved children of frontline workers - CNN,0.5656347,2723,What to expect when Prince Harry heads back to London - CNN,0.561326,1.0,0.2,0.8,0.2,0.5740563,0.561326,0.5939156
619,Why Olympic figure skaters don't get dizzy from spinning - CNN,sport,health,sport,health,3826,Simone Biles opens up about her mental health post-Olympics: 'I'm still scared to do gymnastics' - CNN,0.5695723,2933,US Olympian Simone Biles' withdrawal from the team final reminds us that she's human -- and still very much the GOAT - CNN,0.51166373,4674,"From Simone Biles to skateboarding, these are the notable moments of the Tokyo Olympics - CNN",0.5042129,3423,Simone Biles claims balance beam bronze as China's Guan Chenchen wins gold  - CNN,0.50199306,3404,Skateboarding in the Olympics: Why some are welcoming the sport's inclusion - CNN,0.49833268,1.0,0.2,1.0,0.2,0.51715493,0.49833268,0.5695723
2685,"Sadio Mane donates $693,000 to fund hospital in his hometown in Senegal - CNN",sport,sport,football,football,3542,Cristiano Ronaldo set to overtake Lionel Messi as highest-paid footballer this season  - CNN,0.46748996,3271,Pele brings sporting stars together for charity auction - CNN,0.41860068,2062,"FC Barcelona faces seminal presidential elections amid chaos, scandal and anger - CNN",0.4107268,124,Andy Murray to donate 2022 season prize money to Ukrainian children - CNN,0.40889496,2091,"Lionel Messi: A pair of Barcelona star's football boots auctioned for $173,000 - CNN",0.3979742,1.0,0.6,0.6,0.6,0.42073733,0.3979742,0.46748996
4647,Barcelona dumped out of Champions League group stage after Bayern Munich defeat  - CNN,sport,sport,football,football,3446,Barcelona FC: Tragic slide continues following Benfica thrashing in Champions League - CNN,0.7616856,4410,Barcelona: Barça scrapes to win while Robert Lewandowski scores hat-trick - CNN,0.7340671,3618,Barcelona: Gerard Pique admits 'We are who we are' as Barça trounced by Bayern in Champions League - CNN,0.72612864,4160,"Barcelona vs Benfica: Barça's Champions League hopes on knife edge, but club may have found its new star - CNN",0.7140422,558,Barcelona suffers record defeat against Bayern Munich in Champions League - CNN,0.6943292,1.0,1.0,1.0,1.0,0.72605056,0.6943292,0.7616856
1525,Italy targets violent clan in biggest mafia trial in decades - CNN,news,news,europe,europe,2894,"Giovanni Brusca, Sicilian mafia 'people-slayer,' released after 25 years in jail - CNN",0.62414527,3945,Giulio Regeni murder: Four Egyptian officers face Italian trial  - CNN,0.50084937,2037,Italian prosecutor asks for life sentence for two Americans charged with police murder - CNN,0.4707458,4322,"Ukraine detains alleged head of illegal ""Isolation"" prison in Donetsk - CNN",0.44843268,4231,Aid workers face trial in Greece for spying after refugee rescues - CNN,0.44031537,1.0,0.8,1.0,0.4,0.4968977,0.44031537,0.62414527
3005,Tokyo has tough task trying not to be the first 'no-fun' Olympics - CNN,sport,news,sport,asia,3127,Tokyo venues for Olympics will have no spectators; Games will be held under a state of emergency  - CNN,0.8148833,2981,"Overshadowed by Covid-19, Olympic athletes are left to bring light to troubled Tokyo 2020 - CNN",0.8071382,2729,Tokyo Olympics: Top Covid-19 adviser says holding Games without spectators is 'desirable' - CNN,0.7998782,2693,Tokyo Olympics: Organizers to set 50% venue capacity limit for spectators - CNN,0.79212326,2225,Tokyo Olympics: With 100 days to go Japan has vaccinated less than 1% of its population. That's a problem. - CNN,0.789186,1.0,0.6,1.0,0.6,0.80064183,0.789186,0.8148833
613,Timeline of figure skating controversies from 1902 to 2022 - CNN,sport,sport,sport,sport,620,Kamila Valieva: Timeline of Russian figure skater's failed drug test - CNN,0.6860214,606,Kamila Valieva saga set to run and run as blame game breaks out over Russian skater's positive drugs test - CNN,0.6669792,599,The highs and lows of the 2022 Winter Olympics - CNN,0.6632693,614,Women's figure skating: How scoring works and why stamina often leads to more points - CNN,0.63443184,2071,Winter Olympics 2022: Mikaela Shiffrin doesn't want to have to choose between 'morality versus being able to do your job' - CNN,0.6053425,1.0,0.6,1.0,0.2,0.6512089,0.6053425,0.6860214
4641,Tiger Woods to return to competitive golf at 2021 PNC Championship - CNN,sport,sport,golf,golf,1474,Tiger Woods puts season on hold after fifth back operation of his career  - CNN,0.76069546,1648,Tiger Woods is hopeful but uncertain he'll be fit for the Masters - CNN,0.72189474,4729,Tiger Woods: Is this the end of his era? - CNN,0.7101853,4097,Tiger Woods on playing again: 'I don't know when that is going to happen' - CNN,0.70701313,4087,"Tiger Woods says his days of being a full-time golfer are over: 'Never full time, ever again' - CNN",0.6853568,1.0,1.0,1.0,0.6,0.7170291,0.6853568,0.76069546
4130,"Pigs go hog wild on golf course, injure two and force club closure - CNN",sport,sport,golf,football,4128,Brooks Koepka says he 'just wanted to spank' Bryson DeChambeau after soundly beating rival in fifth edition of 'The Match - CNN,0.51417196,2042,How otters and beavers returned to one of the world's greatest golf courses - CNN,0.48085207,107,Shane Lowry hits hole-in-one on 'one of the most iconic holes in golf' at the Players Championship - CNN,0.4737183,2422,Shane Lowry plays shot from the beach during PGA Championship - CNN,0.471102,1974,Players Championship: Two golfers score hole-in-ones  - CNN,0.45930064,1.0,0.8,1.0,0.4,0.479829,0.45930064,0.51417196
120,Andriy Yarmolenko: Ukraine star moved to tears after scoring for West Ham in the Premier League - CNN,sport,sport,football,football,4065,Manchester United vs. Everton: Cristiano Ronaldo is named on the substitutes' bench as Andros Townsend goal grabs draw - CNN,0.600675,1579,Jurgen Klopp: Liverpool boss takes a swipe at Manchester United after frustrating defeat  - CNN,0.5943147,3858,Champions League: Liverpool edges 10-man Atletico Madrid in five-goal thriller - CNN,0.58939266,4054,Liverpool vs Man City: Mohamed Salah scores stunning solo goal - CNN,0.585446,4353,West Ham topple Liverpool's unbeaten run in five-goal thriller - CNN,0.58270645,1.0,1.0,1.0,1.0,0.5905069,0.58270645,0.600675
607,"Madison Hubbell and Zachary Donohue: 'We have our own empty medal box waiting in our room,' say US ice dancers - CNN",sport,sport,sport,sport,2997,US gymnast Kara Eaker and basketball player Katie Lou Samuelson test positive for Covid-19 ahead of Olympics - CNN,0.5549209,620,Kamila Valieva: Timeline of Russian figure skater's failed drug test - CNN,0.55474246,2076,Tokyo Olympics: How Sandi Morris and Tyrone Smith navigated the 'purgatory' of a postponed Games - CNN,0.52923155,613,Timeline of figure skating controversies from 1902 to 2022 - CNN,0.5290371,2920,Simone Biles withdraws from women's team gymnastics at Tokyo Olympics as ROC wins gold - CNN,0.52665806,1.0,0.4,1.0,0.2,0.538918,0.52665806,0.5549209
435,Javier Bardem and Penélope Cruz join history with their Oscar nominations - CNN,entertainment,entertainment,entertainment,celebrities,462,'Being the Ricardos' review: Nicole Kidman and Javier Bardem shine in Aaron Sorkin's beyond-black-and-white look at 'I Love Lucy' - CNN,0.4222901,3742,Cristiano Ronaldo: Superstar and partner Georgina Rodriguez are expecting twins - CNN,0.37523878,3987,Cristiano Ronaldo Fast Facts - CNN,0.36753845,2960,Fencer Maria Belen Perez Maurice lost her Olympic match but won a proposal of marriage - CNN,0.3663394,4535,Cristiano Ronaldo and Georgina Rodriguez reveal sex of unborn twins in video - CNN,0.36269677,0.2,0.8,0.2,0.6,0.3788207,0.36269677,0.4222901
3184,Sha'Carri Richardson suspended from US Olympic team after testing positive for marijuana - CNN,sport,sport,sport,football,3141,"Sha'Carri Richardson left off US Olympic track team though her suspension ends before relay event,  - CNN",0.75538266,3171,Sha'Carri Richardson promises on Twitter to be world champion... next year. - CNN,0.6902993,2754,Shelby Houlihan believes burrito led to false positive steroid test that caused ban from running - CNN,0.46786773,1970,Former British Cycling doctor found guilty of ordering banned testosterone - CNN,0.4613812,2394,"Liz Cambage: WNBA head coach Curt Miller suspended, fined after making comment about opposing player's weight - CNN",0.45571595,1.0,0.6,1.0,0.6,0.5661293,0.45571595,0.75538266
1783,"History behind the Super Bowl halftime show -- From Whitney Houston to Prince, Coldplay, Beyonce and Bruno Mars - CNN",sport,entertainment,sport,celebrities,4071,Tom Brady hypes Buccaneers-Patriots game with homecoming video  - CNN,0.61670613,1447,Tom Brady vs. Patrick Mahomes in the Super Bowl is 'like LeBron and Jordan playing in the Finals' - CNN,0.594625,1495,Tom Brady guides the Tampa Bay Buccaneers to victory over the New Orleans Saints - CNN,0.59303474,1808,Tom Brady says he's open to playing past 45 ahead of his 10th Super Bowl - CNN,0.5906739,1761,Tom Brady's GOAT status captures world's imagination - CNN,0.58860075,1.0,0.0,1.0,0.0,0.59672815,0.58860075,0.61670613
2657,Breastfeeding Canadian basketball player Kim Gaucher says she cannot take baby to Tokyo 2020 - CNN,sport,news,sport,us,3268,Becca Meyers: US Paralympian swimmer heartbroken after pulling out of Tokyo Games because her mom can't be there as care assistant - CNN,0.54858494,2997,US gymnast Kara Eaker and basketball player Katie Lou Samuelson test positive for Covid-19 ahead of Olympics - CNN,0.5284655,2291,'I felt my body was still capable': Meet the moms hoping to shine at the Olympics - CNN,0.5144888,2629,2020 Tokyo Olympics: Serena Williams confirms she will not play at summer Games - CNN,0.50833505,2980,Naomi Osaka lights Olympic cauldron at Tokyo 2020 Opening Ceremony - CNN,0.5013008,1.0,0.4,0.8,0.4,0.520235,0.5013008,0.54858494
3915,T20 World Cup: Oman ready to savor 'one in a million' opportunity as host - CNN,sport,sport,sport,sport,4375,Australia postpones first-ever Test match against Afghanistan until 'situation is clearer' - CNN,0.5418756,3665,Cricket Australia: 'No alternative' but to cancel Afghanistan test match following Taliban stance on women's sport  - CNN,0.53821194,4285,T20 World Cup final: Australia wins first title with emphatic victory over New Zealand - CNN,0.5291842,4096,"Qatar 2022: Amid ongoing human rights concerns, World Cup chief promises host nation is 'tolerant' and 'welcoming' - CNN",0.5205377,3802,T20 World Cup: Indian captain Kohli vows to rectify mistakes after loss to Pakistan - CNN,0.5063553,1.0,0.6,0.8,0.0,0.52723294,0.5063553,0.5418756
4708,Mo Salah and Karim Benzema make mockery of Ballon d'Or rankings - CNN,sport,sport,football,football,4054,Liverpool vs Man City: Mohamed Salah scores stunning solo goal - CNN,0.6551687,3921,Mohamed Salah scores second wonder goal in as many Premier League games to spoil Claudio Ranieri return - CNN,0.65370715,4400,Liverpool dominate Atlético Madrid in feisty Champions League clash - CNN,0.62580496,2051,Liverpool slumps to fifth straight home defeat as Jurgen Klopp defends 'rare' Mohamed Salah substitution - CNN,0.61321187,4059,Lionel Messi suffers first defeat as a PSG player as Rennes stages surprise   - CNN,0.6108829,1.0,1.0,1.0,1.0,0.63175505,0.6108829,0.6551687
2519,Lorna Falconer says she's faced racism and sexism in English football - CNN,sport,news,football,uk,3574,'Imagine how good it could be': Northern Ireland women's footballers ready to seize their moment  - CNN,0.45068073,2817,Debbie Hewitt set to become first female chair of England's Football Association - CNN,0.41207224,2458,"Wave of anti-trans bills is 'really alarming,' says transgender motorsport star - CNN",0.39830768,3789,Marshawn Lynch stars on Manningcast coverage of NFL game - CNN,0.37927645,2544,Stiliyan Petrov's dream job was cut short by cancer; now he wants to help soccer stars plan for the future - CNN,0.37874365,1.0,0.0,0.6,0.0,0.40381616,0.37874365,0.45068073
1881,Australia floods: 10 million people under severe weather warnings covering an area the size of Alaska - CNN,news,news,australia,australia,1895,Australia floods: Thousands evacuated in New South Wales as 'life-threatening' rains inundate the state - CNN,0.82637715,1902,Entire house floats away as flash floods batter Australia's east coast - CNN,0.759089,973,"Climate change is increasing flood risk around the country. Insurance rates are not keeping pace, report finds - CNN",0.68349564,1890,Spiders and snakes swarm Australian homes as they flee record flooding - CNN,0.61860627,2991,"Germany floods: More than 150 people still missing unlikely to be found, officials fear - CNN",0.5895672,0.8,0.8,0.6,0.6,0.69542706,0.5895672,0.82637715
1103,Suicide rates in rural America are soaring. One family is working to change that.  - CNN,health,health,health,health,1189,Heroin in America: The scarring of the next generation - CNN,0.464992,1215,The forgotten victims of gun violence - CNN,0.44084573,1097,"Anatomy of a 97,000% drug price hike: One family's fight to save their son - CNN",0.4349817,2371,"Raven Saunders: Depression drove her close to suicide. Now, Olympian wants to 'destigmatize mental health' - CNN",0.42409068,3316,Plymouth shooter was a misogynist whose remarks echoed the 'incel' ideology  - CNN,0.42111564,0.6,0.6,0.6,0.6,0.43720514,0.42111564,0.464992
2638,"Matt Hancock, Britain's beleaguered health secretary, apologizes after being caught in embrace with aide - CNN",news,politics,uk,politics,2658,"Matt Hancock, Britain's beleaguered health secretary, apologizes after being caught in embrace with aide - CNN",0.8046228,2601,Matt Hancock's affair caught on camera prompts questions about surveillance among Britain's political elite - CNN,0.69823635,2387,Dominic Cummings: Boris Johnson's former senior adviser says UK fell 'disastrously short' on Covid-19 - CNN,0.5468278,2970,"UK Health Secretary tweets people shouldn't ""cower"" from Covid, before deleting it and apologizing - CNN",0.50634176,2742,"Boris Johnson described his health secretary as 'hopeless,' Dominic Cummings says - CNN",0.50220394,1.0,0.8,1.0,0.8,0.61164653,0.50220394,0.8046228
620,Kamila Valieva: Timeline of Russian figure skater's failed drug test - CNN,sport,news,sport,us,606,Kamila Valieva saga set to run and run as blame game breaks out over Russian skater's positive drugs test - CNN,0.8369287,599,The highs and lows of the 2022 Winter Olympics - CNN,0.8064164,614,Women's figure skating: How scoring works and why stamina often leads to more points - CNN,0.7356019,613,Timeline of figure skating controversies from 1902 to 2022 - CNN,0.6860214,133,Eileen Gu and Kamila Valieva became the teenage faces of Beijing 2022 under wildly contrasting circumstances - CNN,0.6389587,1.0,0.2,1.0,0.2,0.7407854,0.6389587,0.8369287
773,"Troll armies, 'deepfake' porn videos and violent threats. How Twitter became so toxic for India's women politicians - CNN",news,politics,india,politics,763,Shola Mos-Shogbamimu: Lessons learned from a lifetime of activism - CNN,0.5033538,753,Why Facebook's continuing Taliban ban should concern us all - CNN,0.5000143,3728,Virat Kohli: India cricket captain slams 'spineless' trolls after abuse targeted team's bowler - CNN,0.48462003,800,"Cycle of shame: Harassed in the street, then again on social media
 - CNN",0.47924554,1827,Kevin Durant accused of using homophobic slurs in private messages with Michael Rapaport - CNN,0.44300967,0.6,0.4,0.0,0.4,0.4820487,0.44300967,0.5033538
3455,UK murder timeline: How events unfolded as Sarah Everard's murderer is sentenced to life without parole - CNN,news,news,uk,uk,1975,"Sarah Everard: Metropolitan Police officer charged with the kidnap and murder of Sarah Everard, who went missing in London - CNN",0.8582437,4081,Sarah Everard murder: London's police criticized after warning women to be wary of lone officers - CNN,0.8252352,3121,Sarah Everard: London officer pleads guilty to murder of marketing executive - CNN,0.8169248,2826,Sarah Everard: London police officer pleads guilty to kidnap and rape - CNN,0.81295055,3462,"Wayne Couzens, Sarah Everard's murderer, kidnapped her using police ID and handcuffs - CNN",0.8008479,1.0,0.8,0.8,0.8,0.8228404,0.8008479,0.8582437
1506,Justin Thomas apologizes for using 'inexcusable' anti-gay slur - CNN,sport,sport,golf,golf,1503,Justin Thomas: Ralph Lauren cuts ties with golfer for using anti-gay slur - CNN,0.8458678,1954,Justin Thomas pays tribute to his grandfather after Players Championship victory - CNN,0.5436774,1827,Kevin Durant accused of using homophobic slurs in private messages with Michael Rapaport - CNN,0.5308179,4292,"Tiger Woods won't return 'if he can't play well,' according to Justin Thomas - CNN",0.52138937,2351,Kyrie Irving: NBA star says some fans are treating players like 'they're in a human zoo'  - CNN,0.48152232,1.0,0.6,0.4,0.2,0.5846549,0.48152232,0.8458678
3514,Germany election: Sleeping Beauty's forest is dying. It's not the only climate crisis facing nation's next chancellor - CNN,news,politics,europe,politics,4166,Olaf Scholz: the man set to replace Angela Merkel as Germany's next chancellor  - CNN,0.47697914,3524,Russia accused of 'Ghostwriter' cyberattacks ahead of German election - CNN,0.43053758,3511,"German national election too close to call, polls suggest, as key candidates hold final rallies - CNN",0.4287511,3531,Germany election: What to know as voters decide what post-Merkel life looks like - CNN,0.38683778,2506,Annalena Baerbock: Trampolinist gives Germany's Greens a bounce in race to succeed Merkel - CNN,0.38043183,1.0,1.0,1.0,1.0,0.42070752,0.38043183,0.47697914
3067,"Novak Djokovic says he will compete in Tokyo Olympics, Golden Slam still in play - CNN",sport,sport,tennis,sport,3650,US Open: Novak Djokovic is one win away from a calendar grand slam and 21st major title  - CNN,0.80170584,2030,Novak Djokovic surpasses Roger Federer's all-time record  - CNN,0.7998764,3105,Wimbledon final: Novak Djokovic wins record-equaling 20th grand slam title - CNN,0.79751503,3079,"Roger Federer pulls out of 2020 Olympics, citing knee injury - CNN",0.7848089,2770,Djokovic comes from two sets down to beat Tsitsipas in thrilling 2021 French Open final - CNN,0.75612473,1.0,1.0,1.0,0.4,0.7880062,0.75612473,0.80170584
2530,Germany resists calls to waive patents on Covid-19 vaccines - CNN,news,business,europe,business,759,"With a Covid-19 vaccine patent waiver likely, time to rethink global intellectual property rules - CNN",0.7759826,4558,German health minister says there are not enough vaccines for start of 2022  - CNN,0.67670345,4703,Making Covid-19 vaccines mandatory was once unthinkable. But European countries are showing it can work - CNN,0.6571307,4257,Europe Covid: Leaders turns the screws on the unvaccinated - CNN,0.6213265,3526,"How France, Italy, Germany, Belgium are dealing with pockets of low Covid vaccine uptake - CNN",0.6141298,1.0,0.0,0.8,0.0,0.6690546,0.6141298,0.7759826
