Index,Headline,category,section,neighbor_1_index,neighbor_1_headline,neighbor_1_similarity,neighbor_2_index,neighbor_2_headline,neighbor_2_similarity,neighbor_3_index,neighbor_3_headline,neighbor_3_similarity,neighbor_4_index,neighbor_4_headline,neighbor_4_similarity,neighbor_5_index,neighbor_5_headline,neighbor_5_similarity,same_category_neighbor_ratio,same_section_neighbor_ratio,mean_neighbor_similarity,minimum_neighbor_similarity,maximum_neighbor_similarity
3979,Australia Covid-19: Sydney is reopening and starting to live with coronavirus on 'Freedom Day' - CNN,news,australia,2935,Australia Covid-19: Sydney lockdown extended by four weeks as cases spike - CNN,0.7930807,3353,Australia expands Covid-19 lockdown as Sydney records its highest daily case count - CNN,0.77309436,3264,Australian Prime Minister hints at end to 'Covid zero' - CNN,0.7716925,3392,Australia Covid-19: Sydney suffers 5 deaths and record cases as lockdowns extended  - CNN,0.7710757,2613,Australia Covid-19: Perth and Brisbane lock down in fight against Delta variant - CNN,0.7569654,1.0,1.0,0.77318174,0.7569654,0.7930807
3980,Ko Jin-young equals golfing history with dominant Founders Cup win - CNN,sport,golf,582,"Lydia Ko: 'Sometimes results are so overrated,' says former world No. 1 - CNN",0.63402057,4339,Lydia Ko romps to Saudi Ladies International victory while 18-year-old makes history - CNN,0.6320706,2310,Patty Tavatanakit wins ANA Inspiration despite Lydia Ko's record-equaling round  - CNN,0.61474335,1618,Annika Sorenstam's return to golf brings 'Tiger feeling' after 13-year absence - CNN,0.6145979,4271,Nelly Korda wins dramatic four-way playoff to continue dominant season - CNN,0.59724045,1.0,1.0,0.61853456,0.59724045,0.63402057
3981,Czech President in 'stable' condition after post-election hospitalization  - CNN,news,europe,3901,Czech lawmakers may strip hospitalized president of powers to end deadlock - CNN,0.85404825,4113,Czech President appoints new Prime Minister from a glass box - CNN,0.77804065,4544,"Czech center-right government takes office amid price rises, COVID wave - CNN",0.593717,4346,Communists missing from Czech parliament for the first time in 76 years - CNN,0.5834223,2622,Czech President calls transgender people 'disgusting' - CNN,0.54154617,1.0,1.0,0.6701548,0.54154617,0.85404825
3982,France wins UEFA Nations League as VAR decision leaves Spain frustrated - CNN,sport,football,4007,Belgium vs. France: Romelu Lukaku thought he'd won it but VAR had other ideas as Theo Hernandez strike decides thriller - CNN,0.7565527,2624,Spain overcomes extraordinary own goal to beat Croatia and reach Euro 2020 quarterfinals - CNN,0.70650303,2621,Switzerland stuns France in Euro 2020 as Kylian Mbappe misses in penalty shootout - CNN,0.6998957,2994,Mexico vs. France: Mexico thrashes France and Spain held as men's football competition kicks off at Tokyo 2020 - CNN,0.6899775,3181,Euro 2020: Spain beats Switzerland in nail-biting penalty shootout to reach semifinals  - CNN,0.68294644,1.0,0.8,0.70717514,0.68294644,0.7565527
3983,"Lava from La Palma volcano sparks cement factory fire, pushing 2,500 people into lockdown - CNN",news,europe,4042,La Palma volcano increasingly aggressive as Spain's leader announces emergency funds - CNN,0.82233065,3944,"Lava from La Palma volcano sparks cement factory fire, pushing 2,500 people into lockdown - CNN",0.81075203,3466,La Palma volcano: Residents told to lock down as lava pours into sea - CNN,0.80909944,4045,La Palma volcano: Lava flow thickens after volcanic crater collapses - CNN,0.8044492,3533,Canaries volcano blasts lava into the air as ash blankets area - CNN,0.7820031,1.0,1.0,0.8057268,0.7820031,0.82233065
3984,Alexander Schallenberg sworn in as Austria chancellor after Sebastian Kurz quits amid corruption inquiry - CNN,news,europe,4709,"Sebastian Kurz, former Austrian Chancellor, says he's leaving politics - CNN",0.80245817,3999,Sebastian Kurz resigns as Austrian Chancellor amid corruption scandal - CNN,0.71304464,4648,"Olaf Scholz becomes Germany's new chancellor, replacing Angela Merkel after 16 years - CNN",0.6456025,4166,Olaf Scholz: the man set to replace Angela Merkel as Germany's next chancellor  - CNN,0.62674356,3503,Angela Merkel successor: Germans vote in election that will lead to new chancellor - CNN,0.5354978,1.0,1.0,0.66466933,0.5354978,0.80245817
3985,"Iga Swiatek: Tennis star to donate $50,000 prize money to World Mental Health Day - CNN",sport,tennis,2346,Naomi Osaka fined for avoiding media after straight sets victory at the French Open - CNN,0.57165277,2348,"Naomi Osaka withdraws from French Open, citing her mental health - CNN",0.5518997,3299,Naomi Osaka: Tennis player pauses press conference in tears after exchange with reporter - CNN,0.52640045,3244,The US Open will offer mental health services to athletes this year - CNN,0.5263696,2022,Mikaela Shiffrin reveals how she's been inspired by tennis star Iga Świątek - CNN,0.5230648,1.0,0.6,0.5398775,0.5230648,0.57165277
3986,Neymar says the 2022 FIFA World Cup is his last  - CNN,sport,football,2725,"Pelé 'rooting' for Neymar, who scores 68th goal for Brazil to edge closer to legend's all-time scoring record  - CNN",0.6751803,3107,Lionel Messi faces old friend Neymar in last bid for Copa America glory with Argentina - CNN,0.6637826,550,PSG: Neymar's moment of reckoning in Champions League - CNN,0.6360587,2761,Brazil wins Copa América opener as Messi expresses concerns about contracting Covid-19 at tournament - CNN,0.58795315,4276,Serbia stuns Portugal to qualify for 2022 World Cup - CNN,0.5824554,1.0,1.0,0.629086,0.5824554,0.6751803
3987,Cristiano Ronaldo Fast Facts - CNN,news,europe,1796,Debate over greatest goalscorer of all time continues as Cristiano Ronaldo nets 762nd goal - CNN,0.72821665,2672,Cristiano Ronaldo equals all-time international goalscoring record as Portugal reach Euro 2020 knockout stages - CNN,0.7114676,3714,Cristiano Ronaldo breaks Ali Daei's international goalscoring record - CNN,0.7087435,2743,Cristiano Ronaldo makes history at Euro 2020 as Portugal beats Hungary   - CNN,0.7013446,3230,Cristiano Ronaldo set for Manchester United return after agreement reached  - CNN,0.6834358,0.0,0.0,0.7066417,0.6834358,0.72821665
3988,"Belarus: Record number of people attempt to cross the Polish border, officials say - CNN",news,europe,4197,"What's happening in Belarus? The border migrant crisis, explained - CNN",0.84603095,3561,Four bodies found on Polish-Belarus border as spat over migrant crisis worsens - CNN,0.83906764,4312,Poland-Belarus: Migrants face hypothermia and broken bones in freezing forests as crisis deepens - CNN,0.81648993,4224,Belarus-Poland border: Migrant camps cleared at border as first repatriation flight leaves for Iraq - CNN,0.7337003,4336,Crisis worsens on Poland-Belarus border as migrants congregate and troops are mobilized - CNN,0.7316507,1.0,1.0,0.7933879,0.7316507,0.84603095
3989,"Prince Andrew: London's Met Police taking ""no further action"" against the Duke of York - CNN",news,uk,3589,Analysis: Two of Queen Elizabeth's sons are facing growing pressure - CNN,0.83846796,3629,Prince Andrew's lawyers say sex abuse case is baseless and papers weren't properly served  - CNN,0.8158691,4440,Prince Andrew in the spotlight after Ghislaine Maxwell conviction - CNN,0.7872884,3341,Who is Prince Andrew? The 'spare heir' facing a sexual abuse lawsuit - CNN,0.78171265,3326,The civil suit against Prince Andrew has wider implications for the royal family - CNN,0.6173046,1.0,0.6,0.7681285,0.6173046,0.83846796
3990,Premier League: Vaccination rates of players remain shrouded in mystery - CNN,sport,football,3886,English Premier League says 68% of players are fully vaccinated - CNN,0.9014886,4501,Premier League witnesses surge in Covid-19 cases with 77% of players double jabbed  - CNN,0.7978568,4468,English Premier League hit by record 103 Covid-19 cases between Dec 20-26 - CNN,0.6684468,2990,NFL says coronavirus outbreaks among unvaccinated players may lead to forfeits this season - CNN,0.6486029,570,Players can be red carded for deliberate coughing under English football's new Covid-19 guidelines - CNN,0.63809144,1.0,0.8,0.7308973,0.63809144,0.9014886
3991,Bolshoi Theatre performer killed in accident on stage during opera - CNN,news,europe,1847,Russian socialite TV host under fire for interview with serial rapist  - CNN,0.49177772,4401,"Two dead, one injured ahead of ABBA tribute concert in Sweden - CNN",0.44715393,2183,"Two Russian agents have been linked to a high-profile poisoning and a deadly explosion, but there's little Europe can do - CNN",0.42784786,1681,Darya Chultsova and Yekaterina Andreyeva: Journalists given two years in prison for covering a protest in Belarus - CNN,0.42329168,937,"With war raging, this CNN Hero is racing to aid Ukraine's Holocaust survivors - CNN",0.408229,1.0,0.8,0.43966007,0.408229,0.49177772
3992,"Russian plane crash: Aircraft carrying parachutists comes down, killing 16 - CNN",news,europe,3153,Russian plane crashes with 28 passengers onboard - CNN,0.65979224,3116,Swedish plane crash kills eight skydivers and pilot - CNN,0.607065,3321,"Russian plane fighting wildfires crashes in Turkey, killing all 8 crew members on board - CNN",0.6068301,3340,"Russia helicopter crash: Eight feared dead in Kamchatka peninsula
 - CNN",0.590982,4295,Belarus-Poland border crisis: Russia and Belarus hold military drills  - CNN,0.49226356,1.0,1.0,0.5913866,0.49226356,0.65979224
3993,LGBT+ fan groups alliance criticises Newcastle takeover - CNN,sport,sport,4021,Newcastle United's takeover by a Saudi Arabian-backed consortium is agreed - CNN,0.7953324,3869,Newcastle United manager Steve Bruce leaves club by mutual consent after Saudi backed takeover - CNN,0.5767795,3857,Newcastle United urges fans to not wear mock Arab head coverings following Saudi takeover - CNN,0.53639877,2185,Ander Herrera and Mesut Ozil: Shock and outrage as world reacts to European Super League breakaway plans - CNN,0.5325514,4126,Newcastle United: The football fans that don't want their club owned by nation states and billionaires - CNN,0.51891124,1.0,0.0,0.59199464,0.51891124,0.7953324
3994,World Mental Health Day: Canadian goalkeeper Stephanie Labbe's journey through panic attacks to Olympic gold - CNN,sport,football,2920,Simone Biles withdraws from women's team gymnastics at Tokyo Olympics as ROC wins gold - CNN,0.53572005,3008,USWNT hammered by Sweden in opening Tokyo 2020 match - CNN,0.5299344,3389,Quinn: First out trans Olympian isn't just thinking about medals at Tokyo 2020  - CNN,0.5291596,3272,Anna Nordqvist holds her nerve to win Women's Open - CNN,0.52885526,2678,Martin Dubravka: Goalkeeper's astonishing own goal hands Spain path to Euro 2020's knockout stages - CNN,0.523002,1.0,0.2,0.52933425,0.523002,0.53572005
3995,Tyson Fury knocks out Deontay Wilder to retain WBC title in heavyweight fight for the ages - CNN,sport,sport,4016,Tyson Fury promises to knockout Deontay Wilder in heated press conference ahead of trilogy fight - CNN,0.8803812,4009,Tyson Fury vs. Deontay Wilder: How to watch trilogy fight between heavyweight stars to settle rivalry - CNN,0.8564478,3804,"Tyson Fury: 'He's not the greatest,' says Dillian Whyte as he reviews the state of boxing's heavyweight division - CNN",0.7631339,2456,"Fury vs Joshua fight jeopardized as arbitrator rules Fury must face Wilder, - CNN",0.7210356,3488,"Tyson Fury vs. Anthony Joshua bout unlikely to happen, says promoter Warren - CNN",0.6815989,1.0,1.0,0.7805194,0.6815989,0.8803812
3996,Lava blocks the size of buildings falling from La Palma volcano - CNN,news,europe,3944,"Lava from La Palma volcano sparks cement factory fire, pushing 2,500 people into lockdown - CNN",0.8385453,4093,Spain's La Palma volcano continues to wreak havoc more than 2 months on - CNN,0.81078994,4045,La Palma volcano: Lava flow thickens after volcanic crater collapses - CNN,0.8095665,4042,La Palma volcano increasingly aggressive as Spain's leader announces emergency funds - CNN,0.7969698,3466,La Palma volcano: Residents told to lock down as lava pours into sea - CNN,0.7781378,1.0,1.0,0.8068019,0.7781378,0.8385453
3997,Lewis Hamilton limits damage to F1 title defense as Valtteri Bottas wins Turkish Grand Prix - CNN,sport,motorsport,2580,F1 results: Lewis Hamilton wins Portuguese Grand Prix to secure 97th career race victory - CNN,0.8476892,4215,Valtteri Bottas backs teammate Lewis Hamilton to triumph in F1 championship fight - CNN,0.8427835,2522,Lewis Hamilton recovers to overtake Max Verstappen and win fifth straight Spanish Grand Prix - CNN,0.8115691,2709,Max Verstappen beats Lewis Hamilton at French Grand Prix to extend F1 title race lead - CNN,0.8032337,4351,Mexican Grand Prix: Max Verstappen wins ahead of Lewis Hamilton as he edges towards F1 title - CNN,0.7864187,1.0,1.0,0.81833875,0.7864187,0.8476892
3998,"Atlanta Falcons vs. New York Jets: Myriad colors, a makeshift kicking net and the national anthem sung from atop the stadium: the NFL returns to London - CNN",sport,sport,3892,NFL: A permanent residence? Fans weigh in on potential London franchise - CNN,0.71110135,4219,New England Patriots shut out Atlanta Falcons in Thursday Night Football thrashing as Mac Jones shines - CNN,0.5993153,4658,Monday Night Football: Patriots edge Bills in 'crazy game' to win seventh straight - CNN,0.53637004,4343,Monday Night Football: Steelers edge Bears in controversial contest to continue winning streak - CNN,0.5300052,4129,Cowboys vs Raiders: Dallas suffers heartbreaking Thanksgiving overtime loss to Las Vegas - CNN,0.5102939,1.0,1.0,0.5774172,0.5102939,0.71110135
3999,Sebastian Kurz resigns as Austrian Chancellor amid corruption scandal - CNN,news,europe,4709,"Sebastian Kurz, former Austrian Chancellor, says he's leaving politics - CNN",0.86213195,3984,Alexander Schallenberg sworn in as Austria chancellor after Sebastian Kurz quits amid corruption inquiry - CNN,0.71304464,4166,Olaf Scholz: the man set to replace Angela Merkel as Germany's next chancellor  - CNN,0.51541525,4648,"Olaf Scholz becomes Germany's new chancellor, replacing Angela Merkel after 16 years - CNN",0.48513603,4067, Alexander Lukashenko: Belarusian strongman tries to turn the tables in combative interview - CNN,0.4832449,1.0,1.0,0.6117946,0.4832449,0.86213195
4000,"Lionel Messi: Leaving Barcelona was a shock, but PSG starr adjusting well in Paris - CNN",sport,football,3344,Lionel Messi says PSG move is a 'possibility' as he bids tearful farewell to Barcelona - CNN,0.81325805,3349,Lionel Messi signs two-year contract with Paris Saint-Germain - CNN,0.79625547,3339,Lionel Messi tells CNN he believes PSG is the best place for him to win UCL again - CNN,0.7729445,3395,Lionel Messi: Barcelona says Argentine star is leaving the club - CNN,0.7700354,3308,Barcelona starts life without Lionel Messi with a thrilling win  - CNN,0.761134,1.0,1.0,0.7827255,0.761134,0.81325805
4001,Nathy Peluso: Spanish archbishop apologizes for racy music video filmed in Gothic cathedral - CNN,news,europe,4611,Italian bishop apologizes after telling children Santa doesn't exist - CNN,0.40754008,4248,"Yunior Garcia Aguilera, Cuban activist, arrives in Spain - CNN",0.3759442,3376,Snickers pulls Spanish advert after homophobia accusations - CNN,0.36760575,2065,Church of Cyprus calls for Eurovision entry 'El Diablo' to be dropped for promoting devil worship - CNN,0.3541829,1656,Pablo Hasel protests rock Catalonia for fifth day - CNN,0.3525247,1.0,1.0,0.37155953,0.3525247,0.40754008
4002,Jim Kaat: Baseball broadcaster apologizes for insensitive remark during an MLB playoff game - CNN,sport,sport,3360,Colorado Rockies backtrack and say fan did not yell racial slurs at Sunday's game - CNN,0.51894236,2336,Kevin Durant apologizes to public  as the Brooklyn Nets stay first in the East - CNN,0.4764673,1979,Michele Roberts: Meet the woman keeping NBA stars in line - CNN,0.46503812,1045,Boston Celtics legend Bob Cousy makes his 'last pass'  - CNN,0.44314563,2549,"John Means: Orioles pitcher could have had a perfect game, but for one weird baseball rule - CNN",0.44307977,0.8,0.8,0.46933466,0.44307977,0.51894236
4003,Anti-trans rhetoric is rife in the British media. Little is being done to extinguish the flames - CNN,news,uk,4024,"Inside Boris Johnson's post-Brexit bubble, where he's king of his party but cut off from reality - CNN",0.45168805,2316,UK race report: culture wars may be a sugar hit for Boris Johnson. But experts say they only paper over Britain's problems - CNN,0.44820172,1876,Boris Johnson's latest gaffe could threaten Britain's vaccine rollout - CNN,0.43874013,3661,"Queen Elizabeth supports Black Lives Matter movement, says aide - CNN",0.43643123,3625,Norway's center-left Labour begins coalition talks as anti-oil Greens sidelined - CNN,0.43409675,1.0,0.6,0.4418316,0.43409675,0.45168805
4004,Emma Raducanu says she needs to cut herself 'some slack' after defeat by Aliaksandra Sasnovich at Indian Wells - CNN,sport,tennis,3144,Emma Raducanu vows to 'come back stronger' after dream run at Wimbledon ends - CNN,0.81840307,3669,Emma Raducanu beats Belinda Bencic to reach US Open semifinals - CNN,0.8131309,3177,Emma Raducanu: 18-year-old Briton's remarkable run at Wimbledon gathers pace - CNN,0.79323286,3657,Emma Raducanu and Leylah Fernandez to make US Open history in all-teen final - CNN,0.7927697,4326,Emma Raducanu loses in Austria as she announces Torben Beltz as new head coach - CNN,0.7879945,1.0,1.0,0.80110615,0.7879945,0.81840307
4005,Jon Gruden: Raiders coach described head of the NFL Players Association DeMaurice Smith using racially insensitive language in 2011 - CNN,sport,sport,3948,The bitter irony behind Jon Gruden's resignation - CNN,0.8079846,3957,How an investigation of the Washington Football Team led to the resignation of the Las Vegas Raiders' head coach  - CNN,0.7917893,3958,"Jon Gruden has resigned as head coach of the Las Vegas Raiders after reports of homophobic, racist and misogynistic emails - CNN",0.76298165,4296,"Jon Gruden sues NFL, commissioner Roger Goodell - CNN",0.7298374,3939,Jon Gruden: EA Sports are 'taking steps' to remove former Las Vegas Raiders head coach from Madden NFL 22 - CNN,0.7006617,1.0,0.8,0.7586509,0.7006617,0.8079846
4006,"Kyrie Irving: Brooklyn Nets star will be able to practice with his team, but won't be able to play home games due to vaccination status - CNN",sport,sport,3474,Kyrie Irving: NBA star the latest to withhold vaccination status - CNN,0.9127636,3975,Kyrie Irving 'will not play or practice' with the Brooklyn Nets due to vaccination status  - CNN,0.887231,3937,"Kyrie Irving: Brooklyn Nets star says he's unvaccinated, a day after his team says he won't be allowed to play - CNN",0.8784597,3739,Kyrie Irving: Nets owner Tsai unsure when unvaccinated star will play again - CNN,0.86800015,3873,NBA commissioner Adam Silver hopes Kyrie Irving decides to get vaccinated against Covid-19 - CNN,0.8575962,1.0,1.0,0.88081014,0.8575962,0.9127636
4007,Belgium vs. France: Romelu Lukaku thought he'd won it but VAR had other ideas as Theo Hernandez strike decides thriller - CNN,sport,football,3982,France wins UEFA Nations League as VAR decision leaves Spain frustrated - CNN,0.7565527,2621,Switzerland stuns France in Euro 2020 as Kylian Mbappe misses in penalty shootout - CNN,0.7360306,3182,Italy knocks out Belgium in Euro 2020 thriller to advance to semifinals - CNN,0.7352013,2634,Belgium vs Portugal: Thorgan Hazard stunner knocks Portugal out of Euro 2020 - CNN,0.71831584,2715,Euro 2020: Germany secures impressive victory against Portugal - CNN,0.69622684,1.0,1.0,0.72846544,0.69622684,0.7565527
4008, Oisin Murphy: Top jockey takes 'full responsibility' after failing breathalyzer test ahead of race  - CNN,sport,sport,2254,Grand National: Rachael Blackmore becomes first female jockey to win - CNN,0.4950794,2908,Doping spat: Russian Olympic Committee hits back after US swimmer questions whether gold medal winner was '100% clean' - CNN,0.48090786,2234,"Rachael Blackmore: 'If you have the talent, you will be given the opportunity,' says Grand National winner - CNN",0.48025548,4421,Melbourne Cup 2021: Verry Elleegant wins Australia's horse race - CNN,0.4649601,2084,"Gordon Elliott, top racing trainer, apologizes over dead horse photo - CNN",0.4622845,1.0,1.0,0.4766975,0.4622845,0.4950794
4009,Tyson Fury vs. Deontay Wilder: How to watch trilogy fight between heavyweight stars to settle rivalry - CNN,sport,sport,4016,Tyson Fury promises to knockout Deontay Wilder in heated press conference ahead of trilogy fight - CNN,0.86385596,3995,Tyson Fury knocks out Deontay Wilder to retain WBC title in heavyweight fight for the ages - CNN,0.85644794,3488,"Tyson Fury vs. Anthony Joshua bout unlikely to happen, says promoter Warren - CNN",0.75569963,2456,"Fury vs Joshua fight jeopardized as arbitrator rules Fury must face Wilder, - CNN",0.7411418,3804,"Tyson Fury: 'He's not the greatest,' says Dillian Whyte as he reviews the state of boxing's heavyweight division - CNN",0.72320104,1.0,1.0,0.7880693,0.72320104,0.86385596
4010,US judge recommends Cristiano Ronaldo rape case be dismissed - CNN,sport,football,4159,Karim Benzema: Real Madrid star found guilty of complicity in attempted blackmail in sex tape case - CNN,0.5689894,4146,Karim Benzema: French court says Real Madrid star used 'subterfuge and lies' in sex tape case - CNN,0.54079366,1553,Karim Benzema to face trial over alleged involvement in blackmail scheme - CNN,0.54038453,1644,Actor Gérard Depardieu under investigation for alleged rape and sexual assault - CNN,0.53463346,3629,Prince Andrew's lawyers say sex abuse case is baseless and papers weren't properly served  - CNN,0.5335197,0.6,0.6,0.54366416,0.5335197,0.5689894
4011,Analysis: The Countess of Wessex is getting real about menopause. Why her groundbreaking message matters - CNN,news,uk,1964,11 things we learned from Meghan and Harry's interview - CNN,0.6414478,1966,Queen Elizabeth: Can the royal family survive after her death? - CNN,0.6219221,1973,Oprah royal interview: Meghan reveals she 'didn't want to be alive anymore' - CNN,0.61306304,2020,Royal family plunged into crisis after the couple allege racism and neglect in Oprah interview - CNN,0.6039207,1968, Archie: Meghan reveals 'concerns' within royal family about baby's skin color - CNN,0.5945543,1.0,1.0,0.61498153,0.5945543,0.6414478
4012,Gavi: Teenager becomes Spain's youngest international as Italy's 37-game unbeaten streak ends - CNN,sport,football,2141,Zlatan Ibrahimović's new AC Milan contract will allow him to join fabled club of Serie A's quadragenarians - CNN,0.60470873,1935,Lionel Messi: Barcelona coach Ronald Koeman praises star after record-equaling game - CNN,0.5981453,2292,Angelo Gabriel becomes youngest goalscorer in Copa Libertadores history - CNN,0.59503496,2606,Messi scores two and assists once while becoming Argentina's most capped player - CNN,0.58827734,2243,UEFA Champions League: The making of Bayern Munich's Jamal Musiala - CNN,0.5880381,1.0,1.0,0.5948409,0.5880381,0.60470873
4013,"National Women's Soccer League players pause mid-match, stand in solidarity in first match back following postponement - CNN",sport,football,4064,National Women's Soccer League commissioner quits as weekend matches are cancelled after sexual miscoduct allegations against fired coach - CNN,0.6843107,4083,National Women's Soccer League team North Carolina Courage fires head coach following accusations of sexual manipulation and misconduct - CNN,0.62942284,3841,"NWSL needs 'institutional change' after abuse allegations, says interim CEO - CNN",0.60788524,3755,NWSL agrees to demands from players union after sexual misconduct scandal - CNN,0.60420847,1642,Soccer: US women's team 'past the protesting phase' of anthem debate - CNN,0.6037327,1.0,1.0,0.625912,0.6037327,0.6843107
4014,NBA players fraud charges: 18 former NBA players indicted for allegedly trying to defraud league's health care plan out of millions - CNN,sport,sport,3465,Unvaccinated NBA players won't get paid for missed games - CNN,0.57194746,4567,Covid protocols put sports stars on the sidelines - CNN,0.52948654,4518,"NBA to allow teams with Covid-19 issues to sign replacement players, memo says - CNN",0.5239885,102,"Kyrie Irving: NBA fines Brooklyn Nets $50,000 for allowing player to enter team locker room - CNN",0.5184331,4700,Neil Olshey: NBA executive fired following review of workplace environment complaints - CNN,0.51296914,1.0,1.0,0.5313649,0.51296914,0.57194746
4015,100-year-old goes on trial in Germany accused of Nazi war crimes  - CNN,news,europe,1744,100-year-old former Nazi concentration camp guard charged with Holocaust atrocities  - CNN,0.9078933,1784,"Female Nazi concentration camp secretary charged with complicity in 10,000 murders in Germany  - CNN",0.74145865,1991,Harry S: 96-year-old accused of being Nazi concentration camp guard deemed 'unfit' for trial - CNN,0.6999732,3448,96-year-old woman who fled Nazi war crimes trial is found - CNN,0.6873147,3885,96-year-old Nazi war crimes suspect who absconded last month now goes on trial - CNN,0.67871976,1.0,1.0,0.7430719,0.67871976,0.9078933
4016,Tyson Fury promises to knockout Deontay Wilder in heated press conference ahead of trilogy fight - CNN,sport,sport,3995,Tyson Fury knocks out Deontay Wilder to retain WBC title in heavyweight fight for the ages - CNN,0.8803812,4009,Tyson Fury vs. Deontay Wilder: How to watch trilogy fight between heavyweight stars to settle rivalry - CNN,0.86385596,2456,"Fury vs Joshua fight jeopardized as arbitrator rules Fury must face Wilder, - CNN",0.7678826,3488,"Tyson Fury vs. Anthony Joshua bout unlikely to happen, says promoter Warren - CNN",0.7642375,3804,"Tyson Fury: 'He's not the greatest,' says Dillian Whyte as he reviews the state of boxing's heavyweight division - CNN",0.7420658,1.0,1.0,0.8036846,0.7420658,0.8803812
4017,MLB playoffs: Dynasties and bragging rights are at stake  - CNN,sport,sport,3812,Atlanta Braves advance to the World Series for the first time in 22 years - CNN,0.7238784,3796,"World Series 2021: Tickets, schedule and other things to know - CNN",0.7160069,4417,World Series Game 6: 'No pressure' for the Atlanta Braves as Astros threaten fightback - CNN,0.68321204,4435,Astros vs Braves Game 5: Houston keeps World Series alive after beating Atlanta - CNN,0.6781199,3735,World Series game 4: Braves are just one win away from victory  - CNN,0.64279914,1.0,1.0,0.6888033,0.64279914,0.7238784
4018,Footballers are playing an 'obscene' amount of games. Will a World Cup every two years make it worse? - CNN,sport,football,1668,Europa League: Bruno Fernandes inspires Manchester United to victory against Real Sociedad - CNN,0.71532476,548,Bruno Fernandes: How one man transformed Manchester United's fortunes - CNN,0.6610532,1879,Zlatan Ibrahimovic reduced to tears on return to Sweden squad - CNN,0.58295596,3230,Cristiano Ronaldo set for Manchester United return after agreement reached  - CNN,0.57837856,4195,Ole Gunnar Solskjaer sacked as Manchester United manager after string of poor results - CNN,0.5699122,1.0,1.0,0.62152493,0.5699122,0.71532476
4019,Mussolini's granddaughter tops polls in Rome council vote - CNN,news,europe,3908,Rome goes to the polls amid Covid pass tension - CNN,0.7582325,1727,"Mario Draghi is named Italy's new prime minister, announces a political rainbow of cabinet picks   - CNN",0.5531561,3368,Enrico Letta Fast Facts - CNN,0.5407853,3436,Romano Prodi Fast Facts - CNN,0.50266063,1443,Italy Prime Minister Giuseppe Conte will resign amid pandemic and political turmoil - CNN,0.4930269,1.0,1.0,0.5695723,0.4930269,0.7582325
4020,William Ribeiro: Brazilian footballer charged with attempted murder after kicking referee in the head - CNN,sport,football,4447,João Cancelo: Manchester City defender assaulted during burglary at his home - CNN,0.5697766,3694,"Brazil vs Argentina World Cup qualifier: Match suspended, as four Argentinian players accused of breaking Covid travel protocols - CNN",0.5220253,1558,Alex Apolinario: Brazilian football player dies aged 24 - CNN,0.51722074,1511,Angel Cabrera: Two-time golf major winner arrested in Brazil - CNN,0.509653,2429,Diego Maradona: Seven medical professionals charged with homicide over soccer great's death - CNN,0.50782204,1.0,0.8,0.52529955,0.50782204,0.5697766
4021,Newcastle United's takeover by a Saudi Arabian-backed consortium is agreed - CNN,sport,football,3993,LGBT+ fan groups alliance criticises Newcastle takeover - CNN,0.7953323,3869,Newcastle United manager Steve Bruce leaves club by mutual consent after Saudi backed takeover - CNN,0.605265,2551,Manchester United: US owners' checkered history of investing in Premier League clubs - CNN,0.48898375,4349,Eddie Howe appointed new Newcastle United Head Coach - CNN,0.48045158,2185,Ander Herrera and Mesut Ozil: Shock and outrage as world reacts to European Super League breakaway plans - CNN,0.47394657,1.0,0.8,0.56879586,0.47394657,0.7953323
4022,"Andrew Wiggins on getting vaccinated: 'Not something I wanted to do, but kind of forced to' - CNN",sport,sport,3873,NBA commissioner Adam Silver hopes Kyrie Irving decides to get vaccinated against Covid-19 - CNN,0.7540465,3474,Kyrie Irving: NBA star the latest to withhold vaccination status - CNN,0.735604,3937,"Kyrie Irving: Brooklyn Nets star says he's unvaccinated, a day after his team says he won't be allowed to play - CNN",0.7146252,3507,"NBA's Knicks, Nets, Warriors prepare for Covid-19 vaccine policies set by home cities - CNN",0.7133868,3460,LeBron James confirms he was vaccinated for Covid-19 months after being initially skeptical  - CNN,0.7035953,1.0,1.0,0.72425157,0.7035953,0.7540465
4023,How Manchester United signed Cristiano Ronaldo in Gary Lineker's back garden - CNN,sport,football,3230,Cristiano Ronaldo set for Manchester United return after agreement reached  - CNN,0.64067304,4105,Cristiano Ronaldo benching for Manchester United causes fierce debate between pundits - CNN,0.6164037,4035,Alex Ferguson says Cristiano Ronaldo should have started against Everton - CNN,0.5948219,3863,Cristiano Ronaldo completes stunning Manchester United comeback against Atalanta - CNN,0.59281915,3651,Cristiano Ronaldo scores two goals on his return to Manchester United - CNN,0.5868913,1.0,1.0,0.6063218,0.5868913,0.64067304
4024,"Inside Boris Johnson's post-Brexit bubble, where he's king of his party but cut off from reality - CNN",news,uk,4060,Boris Johnson's reign is becoming one long crisis - CNN,0.7460204,2472,Boris Johnson is using culture wars to cement his grip on power. That's a big risk in angry and divided Britain - CNN,0.665558,2850,Boris Johnson will finally tell the world what post-Brexit Britain is for - CNN,0.65671444,2252,Boris Johnson could come out of the pandemic smelling of roses - CNN,0.64853895,2123,Boris Johnson denies disrespecting Covid-19 victims. But the political crises are piling up. - CNN,0.64276093,1.0,1.0,0.6719185,0.64276093,0.7460204
